1,ぬ
2,と
3,う
4,ね
5,す
6,いぬ
7,とり
8,うま
9,ねこ
10,りす
11,な
12,み
13,え
14,つ
15,ぎ
16,さかな
17,ねずみ
18,かえる
19,きつね
20,うさぎ
21,べ
22,や
23,し
24,わ
25,た
26,たべもの
27,やきとり
28,おいしい
29,かわいい
30,たのしい
31,ひ
32,ら
33,よ
34,そ
35,ま
36,ひらがな
37,ようこそ
38,こんにちは
39,さようなら
40,すみません
41,ご
42,ざ
43,ど
44,て
45,ば
46,ありがとうございます
47,どういたしまして
48,おはようございます
49,こんばんは
50,おやすみなさい
